credit_limit,education,age,late_jul,bill_sep,prev_payment_sep,prev_payment_aug,prev_payment_jul,prev_payment_jun,prev_payment_may,prev_payment_apr,total_default,sex_female,marital_status_single,marital_status_other
450000.0,3.0,25,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
210000.0,3.0,40,-1,1582.0,326.0,3632.0,1967.0,3985.0,10330.0,8000.0,0,0,0,0
260000.0,1.0,53,-2,3304.0,7378.0,3696.0,4726.0,2966.0,5946.0,6020.0,0,0,0,0
30000.0,1.0,28,0,16162.0,2000.0,1307.0,2000.0,252.0,249.0,100.0,0,1,0,0
260000.0,2.0,39,0,110529.0,7010.0,7004.0,15.0,3000.0,3000.0,3000.0,4,0,0,0
90000.0,3.0,27,0,61799.0,2400.0,2518.0,2514.0,2100.0,2500.0,2500.0,0,1,1,0
90000.0,2.0,32,2,27565.0,1800.0,1500.0,0.0,2000.0,1650.0,1000.0,9,1,1,0
120000.0,2.0,26,0,74831.0,4000.0,3062.0,3000.0,2773.0,3000.0,1899.0,0,0,1,0
480000.0,3.0,27,0,12759.0,3001.0,5000.0,500.0,500.0,500.0,21299.0,0,1,1,0
30000.0,2.0,27,0,29956.0,0.0,2000.0,30000.0,1000.0,1000.0,0.0,5,0,1,0
80000.0,3.0,28,0,36736.0,1955.0,3681.0,1300.0,0.0,1500.0,1200.0,4,1,1,0
360000.0,2.0,44,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
220000.0,2.0,33,-2,9649.0,8300.0,1590.0,1341.0,8171.0,14253.0,3513.0,0,1,0,0
50000.0,2.0,27,-2,3043.0,2446.0,3754.0,12053.0,19332.0,0.0,0.0,0,0,1,0
60000.0,2.0,24,0,28600.0,0.0,1460.0,1439.0,1000.0,1014.0,1078.0,4,1,0,0
60000.0,3.0,23,2,59423.0,5500.0,146.0,1500.0,1200.0,1500.0,1500.0,2,1,1,0
60000.0,2.0,36,2,80709.0,2300.0,2000.0,3000.0,0.0,3000.0,2000.0,10,0,1,0
200000.0,3.0,32,-1,0.0,2300.0,15093.0,0.0,0.0,0.0,0.0,1,1,1,0
200000.0,3.0,24,-1,9167.0,200.0,198.0,18156.0,0.0,1150.0,0.0,0,0,1,0
180000.0,1.0,41,0,130979.0,5739.0,4700.0,4316.0,4090.0,4245.0,5000.0,0,1,1,0
120000.0,2.0,25,-2,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1,1,1,0
50000.0,1.0,30,-2,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
180000.0,3.0,27,-1,11168.0,6678.0,9740.0,4088.0,5428.0,13138.0,12174.0,0,1,1,0
310000.0,2.0,39,-2,360.0,360.0,360.0,360.0,360.0,360.0,360.0,0,1,0,0
200000.0,3.0,32,-2,6890.0,11002.0,517.0,11214.0,19116.0,24949.0,10904.0,0,1,1,0
310000.0,3.0,27,-1,833.0,323.0,1093.0,2140.0,9201.0,2103.0,6571.0,0,1,1,0
130000.0,2.0,25,-1,61223.0,4003.0,3223.0,43264.0,2000.0,1000.0,2000.0,0,1,0,0
240000.0,3.0,41,0,3087.0,10839.0,10000.0,3500.0,0.0,5000.0,5000.0,0,1,0,0
140000.0,2.0,29,-1,487.0,487.0,2010.0,0.0,0.0,0.0,299.0,0,0,1,0
100000.0,2.0,39,0,74053.0,3274.0,3000.0,3431.0,2994.0,3345.0,3233.0,0,0,0,0
130000.0,3.0,27,0,36487.0,3000.0,3000.0,3000.0,2000.0,3000.0,3000.0,0,1,1,0
100000.0,2.0,43,0,98944.0,4000.0,5000.0,3000.0,9000.0,4000.0,5000.0,0,1,0,0
50000.0,2.0,23,0,34997.0,1900.0,1610.0,1339.0,1387.0,1395.0,1452.0,0,1,1,0
10000.0,2.0,36,0,7081.0,0.0,1290.0,1298.0,474.0,487.0,500.0,3,1,1,0
280000.0,3.0,47,0,269124.0,11268.0,8196.0,6281.0,4403.0,3532.0,3510.0,0,1,1,0
80000.0,2.0,27,0,40612.0,2000.0,2000.0,2000.0,2000.0,3000.0,4000.0,0,0,1,0
100000.0,3.0,29,2,74032.0,3300.0,2700.0,0.0,5900.0,3100.0,0.0,12,1,1,0
130000.0,1.0,39,0,38358.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,1,1,0
60000.0,2.0,40,2,57388.0,2522.0,0.0,3000.0,1083.0,1500.0,1500.0,5,1,0,0
50000.0,1.0,52,0,16033.0,1593.0,1301.0,659.0,682.0,775.0,584.0,0,1,0,0
20000.0,3.0,22,0,9930.0,1336.0,1000.0,140.0,3199.0,1500.0,780.0,0,1,1,0
130000.0,3.0,47,2,18454.0,2976.0,0.0,2000.0,0.0,2000.0,0.0,12,1,1,0
30000.0,2.0,25,0,15767.0,1488.0,1000.0,0.0,0.0,0.0,0.0,0,1,1,0
350000.0,2.0,51,0,343842.0,15000.0,340000.0,20000.0,9000.0,8000.0,14000.0,0,0,0,0
360000.0,3.0,28,-2,5446.0,0.0,0.0,4643.0,1019.0,1039.0,984.0,0,1,1,0
50000.0,1.0,44,-1,-42.0,26309.0,26479.0,7490.0,5155.0,0.0,12754.0,1,1,0,0
50000.0,1.0,46,0,62315.0,2200.0,2200.0,2000.0,1967.0,2002.0,1727.0,0,0,0,0
80000.0,2.0,40,-1,2667.0,2035.0,32194.0,1729.0,590.0,9628.0,16059.0,0,1,0,0
80000.0,3.0,38,2,67046.0,3100.0,2500.0,3000.0,3000.0,0.0,2800.0,11,0,1,0
60000.0,2.0,34,0,60707.0,2102.0,2922.0,1586.0,570.0,31110.0,1212.0,2,1,1,0
170000.0,1.0,42,-1,552.0,552.0,552.0,552.0,552.0,0.0,33290.0,0,1,0,0
430000.0,2.0,27,0,401298.0,40000.0,15140.0,15000.0,12565.0,15000.0,13000.0,0,1,1,0
270000.0,3.0,33,0,68589.0,6000.0,2028.0,5010.0,5000.0,5000.0,3000.0,0,1,1,0
600000.0,1.0,44,0,140179.0,5000.0,8340.0,380478.0,12625.0,60000.0,7000.0,0,1,1,0
230000.0,3.0,28,0,45405.0,2500.0,3013.0,4000.0,5006.0,3000.0,3000.0,0,1,1,0
40000.0,2.0,33,-2,23330.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
500000.0,3.0,46,-2,0.0,0.0,1656.0,1400.0,0.0,0.0,0.0,0,0,0,0
280000.0,2.0,37,0,196807.0,7005.0,10023.0,7047.0,7023.0,7012.0,7017.0,0,0,0,0
310000.0,3.0,32,-1,0.0,0.0,326.0,0.0,0.0,0.0,1200.0,1,1,1,0
130000.0,1.0,32,0,119312.0,20021.0,40354.0,20000.0,43608.0,103.0,10000.0,2,1,1,0
40000.0,2.0,23,0,36650.0,0.0,1435.0,955.0,993.0,2734.0,0.0,4,0,1,0
110000.0,2.0,42,2,39635.0,1900.0,2000.0,1700.0,0.0,1600.0,1600.0,10,1,1,0
230000.0,3.0,27,0,70327.0,2963.0,1941.0,1534.0,1532.0,1565.0,1330.0,0,1,1,0
320000.0,2.0,27,0,319069.0,12661.0,11157.0,5730.0,5904.0,5890.0,2464.0,0,0,1,0
270000.0,2.0,34,0,160006.0,5420.0,5532.0,5572.0,5763.0,5804.0,5996.0,0,1,0,0
360000.0,2.0,37,-2,880.0,22311.0,26.0,0.0,25461.0,0.0,0.0,0,0,1,0
70000.0,2.0,25,0,70940.0,2533.0,3098.0,2811.0,1281.0,1069.0,1103.0,0,1,0,0
20000.0,2.0,37,0,16436.0,1418.0,1000.0,3144.0,0.0,0.0,0.0,0,0,0,0
230000.0,3.0,40,-2,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
50000.0,1.0,31,0,50612.0,1879.0,1863.0,1042.0,1081.0,1081.0,1072.0,0,1,0,0
500000.0,3.0,31,0,47177.0,10000.0,3000.0,6000.0,10000.0,10000.0,4313.0,0,1,1,0
20000.0,2.0,26,2,10372.0,3000.0,0.0,2000.0,0.0,1000.0,3000.0,10,1,1,0
10000.0,2.0,31,0,15915.0,2330.0,2200.0,1000.0,333.0,311.0,322.0,0,1,0,0
240000.0,2.0,28,0,234053.0,5000.0,120000.0,10000.0,5000.0,4100.0,4000.0,0,1,1,0
320000.0,3.0,55,2,200545.0,9600.0,9500.0,0.0,4253.0,4332.0,4300.0,8,0,1,0
80000.0,1.0,40,0,35660.0,2000.0,2000.0,1397.0,2500.0,3000.0,1600.0,0,1,0,0
110000.0,2.0,23,0,111271.0,6000.0,4016.0,3000.0,3000.0,4000.0,4000.0,0,1,1,0
480000.0,1.0,53,0,482250.0,18093.0,15233.0,12597.0,15098.0,14155.0,20306.0,0,0,1,0
80000.0,3.0,46,0,48967.0,2000.0,1771.0,1715.0,4000.0,8697.0,0.0,0,0,0,0
360000.0,3.0,41,-1,0.0,105.0,0.0,0.0,71.0,77.0,100.0,1,1,0,0
230000.0,2.0,35,-1,7035.0,2969.0,13441.0,0.0,8818.0,4.0,28.0,0,1,0,0
200000.0,3.0,28,-2,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0,1,1,0
220000.0,1.0,44,-1,380.0,380.0,380.0,380.0,56663.0,2000.0,2000.0,0,0,0,0
60000.0,1.0,40,0,749.0,60295.0,3000.0,3020.0,25915.0,1500.0,2000.0,1,1,0,0
50000.0,1.0,53,2,40926.0,3000.0,3000.0,1800.0,0.0,1500.0,2300.0,12,1,0,0
50000.0,1.0,34,-1,390.0,390.0,390.0,11779.0,403.0,415.0,406.0,0,1,0,0
150000.0,2.0,40,-2,3042.0,41243.0,16548.0,40442.0,5049.0,20023.0,6035.0,0,1,0,0
60000.0,2.0,43,0,44193.0,0.0,5000.0,8100.0,0.0,2150.0,0.0,8,1,1,0
20000.0,2.0,22,2,20433.0,0.0,2100.0,1000.0,1000.0,1000.0,1000.0,8,0,1,0
150000.0,1.0,39,-2,1580.0,2935.0,4.0,7.0,4.0,7.0,10004.0,0,0,1,0
110000.0,2.0,41,0,120767.0,24800.0,4400.0,4300.0,4205.0,4500.0,4304.0,0,0,1,0
150000.0,2.0,44,0,168179.0,0.0,5684.0,5538.0,5410.0,11000.0,0.0,4,1,1,0
180000.0,2.0,32,-1,1071.0,1671.0,1981.0,4241.0,4542.0,5261.0,4731.0,0,0,1,0
180000.0,2.0,24,-2,2294.0,1296.0,2120.0,901.0,476.0,0.0,326.0,2,0,1,0
500000.0,3.0,35,-2,5925.0,11194.0,21193.0,5094.0,9563.0,14403.0,5233.0,0,0,1,0
30000.0,1.0,41,2,4743.0,1090.0,0.0,552.0,0.0,573.0,0.0,11,0,0,0
240000.0,0.0,44,0,47315.0,3000.0,3500.0,9700.0,4000.0,6300.0,3000.0,0,1,0,0
360000.0,3.0,28,-2,23088.0,12000.0,8598.0,4601.0,4808.0,11997.0,3708.0,0,1,1,0
190000.0,2.0,42,0,31323.0,1500.0,1500.0,2000.0,1500.0,898.0,1000.0,0,0,0,0
60000.0,1.0,48,-2,2970.0,430.0,430.0,717.0,430.0,4171.0,2914.0,0,1,0,0
50000.0,1.0,29,0,49156.0,4000.0,2400.0,2000.0,2459.0,2100.0,5000.0,0,0,1,0
460000.0,3.0,34,-1,14460.0,8869.0,23664.0,12659.0,5752.0,10192.0,7419.0,0,1,1,0
300000.0,3.0,33,-1,34339.0,962.0,4247.0,2595.0,970.0,2672.0,978.0,0,0,1,0
310000.0,2.0,64,-1,1920.0,0.0,10124.0,6.0,7958.0,0.0,0.0,0,0,0,0
50000.0,2.0,22,2,19875.0,0.0,2500.0,0.0,1000.0,1050.0,600.0,6,0,1,0
70000.0,1.0,35,2,50834.0,2460.0,0.0,4600.0,0.0,4200.0,2200.0,12,1,0,0
140000.0,1.0,46,0,68075.0,3000.0,3000.0,3000.0,3000.0,3000.0,5000.0,0,1,0,0
50000.0,2.0,41,0,40709.0,3000.0,2000.0,1000.0,1000.0,800.0,3000.0,0,0,1,0
20000.0,2.0,35,2,20971.0,0.0,0.0,392.0,332.0,0.0,0.0,6,1,1,0
100000.0,3.0,27,0,40576.0,1977.0,1800.0,2032.0,1600.0,1652.0,1734.0,0,1,1,0
20000.0,2.0,22,0,15712.0,0.0,1276.0,1300.0,2443.0,0.0,0.0,6,1,1,0
130000.0,2.0,29,2,1110.0,1170.0,0.0,0.0,0.0,780.0,0.0,2,1,1,0
80000.0,2.0,48,0,74040.0,3500.0,2500.0,2000.0,2000.0,2000.0,2000.0,0,0,1,0
360000.0,2.0,36,0,83412.0,3700.0,1123.0,500.0,640.0,0.0,0.0,0,1,1,0
240000.0,3.0,36,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
50000.0,2.0,23,0,16252.0,1600.0,1700.0,1400.0,1689.0,0.0,900.0,2,0,1,0
200000.0,3.0,30,0,1528.0,4191.0,1200.0,1893.0,42804.0,10.0,85820.0,0,0,1,0
350000.0,3.0,31,0,181550.0,10000.0,20000.0,100048.0,60000.0,0.0,5000.0,2,1,1,0
210000.0,2.0,30,0,1654.0,32000.0,2000.0,1500.0,1500.0,1400.0,1600.0,0,1,1,0
110000.0,1.0,52,0,23969.0,0.0,6000.0,7000.0,1200.0,0.0,3000.0,5,1,0,0
380000.0,3.0,46,0,141102.0,5034.0,2071.0,29.0,72.0,190710.0,30052.0,0,0,0,0
50000.0,2.0,51,0,42462.0,1928.0,1200.0,300.0,242.0,500.0,500.0,0,0,0,0
280000.0,3.0,29,0,149312.0,5500.0,5700.0,5800.0,5900.0,6100.0,6100.0,0,1,1,0
10000.0,1.0,51,2,4416.0,2400.0,0.0,1131.0,1371.0,0.0,1794.0,4,1,0,0
30000.0,0.0,45,0,25298.0,2000.0,2000.0,1500.0,1000.0,0.0,0.0,0,1,1,0
80000.0,1.0,26,0,79558.0,3694.0,3470.0,3305.0,500.0,300.0,500.0,0,0,1,0
290000.0,3.0,46,0,194301.0,10744.0,6000.0,1573.0,1629.0,3129.0,105423.0,0,0,0,0
80000.0,3.0,32,-1,5566.0,6000.0,6011.0,5783.0,2257.0,6000.0,0.0,0,1,1,0
230000.0,2.0,34,0,165090.0,6500.0,6000.0,3400.0,2500.0,2000.0,1800.0,0,0,0,0
260000.0,3.0,37,0,257456.0,10621.0,9948.0,8914.0,6986.0,41000.0,7222.0,0,0,0,0
30000.0,3.0,32,0,27764.0,2000.0,2000.0,1500.0,1100.0,1300.0,1000.0,0,1,0,0
280000.0,2.0,30,2,254307.0,9100.0,5509.0,7604.0,0.0,9200.0,6400.0,10,1,1,0
50000.0,3.0,36,2,49845.0,2505.0,2300.0,0.0,1000.0,800.0,1000.0,7,0,1,0
470000.0,2.0,29,0,72830.0,4003.0,4003.0,8003.0,70003.0,5030.0,6003.0,0,0,1,0
100000.0,3.0,26,0,91189.0,3500.0,4300.0,4400.0,4000.0,4700.0,5000.0,0,0,1,0
180000.0,2.0,33,-1,6314.0,1795.0,1190.0,0.0,659.0,90.0,8856.0,0,1,1,0
30000.0,2.0,25,2,14420.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,12,0,1,0
310000.0,3.0,41,0,30680.0,100000.0,16036.0,5000.0,3000.0,3000.0,3000.0,0,1,0,0
360000.0,3.0,29,-1,2273.0,1175.0,0.0,0.0,7972.0,435.0,2947.0,0,0,1,0
50000.0,1.0,43,0,45807.0,1800.0,2000.0,1000.0,1000.0,0.0,0.0,0,1,0,1
510000.0,1.0,30,-2,548.0,0.0,0.0,0.0,0.0,1769.0,0.0,0,0,1,0
100000.0,3.0,36,-2,16155.0,3514.0,3400.0,15156.0,13920.0,2099.0,15638.0,0,1,0,0
500000.0,2.0,41,-1,24433.0,187206.0,10909.0,29161.0,28238.0,33272.0,175357.0,0,1,0,0
420000.0,2.0,34,0,158471.0,1644.0,1436.0,1000.0,0.0,21082.0,228548.0,0,1,0,0
10000.0,2.0,49,0,2240.0,1057.0,1073.0,1237.0,500.0,300.0,205.0,2,1,0,0
30000.0,1.0,26,2,14598.0,2000.0,2000.0,0.0,3009.0,0.0,2000.0,12,0,1,0
50000.0,3.0,35,-1,6290.0,3770.0,10060.0,0.0,0.0,0.0,0.0,0,0,0,0
400000.0,1.0,34,-2,10150.0,5869.0,5750.0,132872.0,21780.0,20525.0,74984.0,0,1,1,0
290000.0,3.0,32,-1,0.0,0.0,3786.0,0.0,2881.0,2430.0,0.0,1,1,1,0
320000.0,2.0,29,0,48998.0,6105.0,3394.0,2100.0,1580.0,1016.0,1078.0,0,0,0,0
140000.0,2.0,31,-2,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
30000.0,1.0,42,0,75112.0,1371.0,1210.0,1000.0,30000.0,1046.0,1390.0,0,1,0,0
440000.0,3.0,31,0,21359.0,5023.0,3024.0,1043.0,3037.0,1660.0,365.0,0,0,0,0
50000.0,2.0,28,0,48072.0,2518.0,1500.0,500.0,400.0,0.0,0.0,0,1,1,0
30000.0,2.0,25,2,300.0,0.0,0.0,828.0,0.0,0.0,31496.0,13,1,1,0
230000.0,3.0,38,-1,12907.0,316.0,1156.0,316.0,316.0,316.0,316.0,0,1,0,0
120000.0,2.0,30,-1,2494.0,1997.0,1506.0,1001.0,699.0,0.0,897.0,0,0,1,0
230000.0,1.0,30,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
260000.0,3.0,30,-1,27378.0,10018.0,13333.0,99.0,99.0,172104.0,30013.0,0,0,0,0
10000.0,2.0,22,-1,7828.0,1009.0,511.0,7696.0,1000.0,0.0,0.0,0,1,1,0
80000.0,3.0,23,0,69584.0,2519.0,1838.0,1434.0,1015.0,1505.0,663.0,0,1,1,0
50000.0,1.0,51,0,26660.0,1763.0,1729.0,1111.0,1137.0,1188.0,997.0,0,1,1,0
70000.0,2.0,47,0,27847.0,2000.0,6000.0,0.0,2000.0,2784.0,0.0,2,0,0,1
220000.0,2.0,30,-2,18301.0,2026.0,10040.0,1000.0,1253.0,1350.0,4416.0,0,0,1,0
20000.0,2.0,38,0,19845.0,1694.0,1368.0,547.0,504.0,347.0,6000.0,0,0,1,0
200000.0,2.0,50,-2,4608.0,0.0,200.0,12141.0,0.0,0.0,0.0,0,1,0,0
80000.0,1.0,42,-1,4571.0,4905.0,9764.0,3829.0,4248.0,3747.0,3569.0,0,1,0,0
170000.0,2.0,51,-1,1606.0,1420.0,1420.0,1420.0,1420.0,3464.0,1420.0,0,1,1,0
210000.0,1.0,36,0,420522.0,16000.0,6549.0,4500.0,2407.0,12700.0,3200.0,2,1,1,0
30000.0,1.0,52,0,27964.0,1720.0,2000.0,1700.0,1000.0,1000.0,1000.0,0,1,0,0
10000.0,3.0,25,2,6005.0,3000.0,800.0,0.0,0.0,500.0,500.0,7,0,1,0
10000.0,2.0,26,0,8882.0,1300.0,2200.0,1300.0,320.0,1820.0,1000.0,0,0,1,0
80000.0,3.0,27,-2,0.0,0.0,0.0,8956.0,0.0,0.0,0.0,1,0,1,0
240000.0,2.0,40,0,11671.0,1810.0,1151.0,2029.0,1003.0,112.0,173.0,0,0,0,0
200000.0,3.0,39,-2,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,0,1,1,0
300000.0,2.0,43,-2,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0,1,0,0
500000.0,2.0,54,-2,10929.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,1,0,0
50000.0,1.0,58,2,24135.0,0.0,4000.0,0.0,2000.0,3000.0,0.0,7,1,0,0
290000.0,3.0,27,0,236258.0,1500.0,16500.0,15000.0,20000.0,10000.0,9701.0,5,1,1,0
500000.0,3.0,27,0,204198.0,7434.0,6342.0,5276.0,5271.0,5778.0,5029.0,0,0,1,0
280000.0,3.0,28,-1,3678.0,3658.0,10020.0,10000.0,11000.0,14603.0,3819.0,0,1,1,0
170000.0,2.0,37,0,135419.0,6800.0,13500.0,5500.0,0.0,12000.0,0.0,8,1,0,0
110000.0,2.0,29,-1,10839.0,2995.0,2419.0,4219.0,9704.0,6952.0,5038.0,0,0,1,0
140000.0,3.0,29,0,29785.0,4000.0,3000.0,3000.0,1000.0,1000.0,2000.0,0,0,1,0
50000.0,2.0,24,0,44193.0,1806.0,1752.0,1168.0,1205.0,1207.0,1199.0,0,0,1,0
140000.0,3.0,25,0,2229.0,15980.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
50000.0,3.0,28,-1,18771.0,10000.0,1659.0,6546.0,29949.0,3268.0,399.0,0,0,1,0
110000.0,2.0,39,0,111533.0,5500.0,5900.0,5500.0,5000.0,5000.0,4300.0,0,1,1,0
100000.0,3.0,28,-1,555.0,712.0,712.0,712.0,862.0,712.0,1840.0,0,1,1,0
80000.0,1.0,62,0,36088.0,2100.0,2100.0,2400.0,1100.0,1500.0,1500.0,0,1,0,0
60000.0,1.0,60,0,57974.0,2810.0,2648.0,2050.0,2084.0,2437.0,1968.0,0,1,0,0
200000.0,3.0,30,0,182338.0,4653.0,5000.0,5000.0,6000.0,5000.0,10000.0,0,0,0,0
240000.0,2.0,44,-1,5428.0,9064.0,13158.0,6860.0,2295.0,1092.0,2076.0,0,0,0,0
240000.0,1.0,32,-1,4717.0,11980.0,0.0,473.0,11483.0,11886.0,690.0,0,0,1,0
60000.0,3.0,32,0,31142.0,1842.0,2000.0,2000.0,2000.0,1500.0,3000.0,0,1,1,0
490000.0,2.0,31,0,245566.0,10095.0,9861.0,7055.0,6189.0,5046.0,5089.0,0,1,0,0
420000.0,3.0,51,-1,57815.0,1000.0,0.0,288921.0,10000.0,21100.0,0.0,0,0,0,0
130000.0,3.0,40,-1,989.0,991.0,991.0,991.0,992.0,703.0,992.0,0,1,0,0
280000.0,3.0,29,-1,7712.0,0.0,2013.0,436.0,47613.0,1472.0,2275.0,2,0,1,0
20000.0,1.0,23,0,14034.0,0.0,2000.0,1780.0,3000.0,0.0,0.0,6,0,1,0
160000.0,2.0,33,0,140122.0,6500.0,5211.0,5000.0,5000.0,5000.0,5000.0,0,1,1,0
20000.0,2.0,23,2,4673.0,2000.0,0.0,700.0,0.0,2000.0,2000.0,9,0,1,0
140000.0,2.0,31,-2,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1,1,1,0
20000.0,0.0,37,0,6725.0,2000.0,3000.0,8060.0,0.0,0.0,0.0,0,1,1,0
50000.0,3.0,22,0,49459.0,2300.0,2000.0,1000.0,500.0,1000.0,500.0,0,1,1,0
500000.0,1.0,44,0,206766.0,20077.0,20972.0,5045.0,100055.0,10018.0,10197.0,0,1,1,0
50000.0,2.0,40,0,47060.0,2154.0,2588.0,2600.0,1000.0,653.0,1000.0,0,0,1,0
200000.0,2.0,31,-1,3850.0,6.0,1931.0,3267.0,7.0,17894.0,2508.0,2,1,0,0
10000.0,2.0,37,-1,8634.0,1000.0,676.0,6000.0,120.0,0.0,0.0,0,0,0,1
90000.0,2.0,36,0,53234.0,2100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
70000.0,2.0,34,0,43662.0,1800.0,1764.0,1900.0,2000.0,4000.0,2000.0,0,1,0,0
240000.0,2.0,29,0,238225.0,9000.0,10500.0,10000.0,7000.0,7300.0,7439.0,0,1,1,0
150000.0,2.0,28,0,62122.0,2000.0,2500.0,3000.0,2000.0,2000.0,3000.0,0,1,1,0
140000.0,0.0,28,-1,108018.0,1000.0,6327.0,135000.0,4700.0,5000.0,5000.0,0,1,1,0
310000.0,2.0,33,-2,4040.0,4068.0,3964.0,205.0,3209.0,5109.0,1434.0,0,0,1,0
80000.0,2.0,30,0,13793.0,63023.0,3010.0,3053.0,2013.0,2015.0,3019.0,0,0,1,0
200000.0,3.0,27,0,62574.0,2278.0,2473.0,2161.0,2075.0,1973.0,2000.0,0,1,1,0
30000.0,2.0,41,0,25562.0,0.0,1600.0,1500.0,1000.0,1720.0,0.0,3,1,1,0
70000.0,2.0,25,0,19112.0,1629.0,1351.0,2500.0,0.0,2000.0,0.0,6,1,1,0
110000.0,3.0,28,0,107800.0,4000.0,4000.0,4100.0,3000.0,3000.0,3000.0,0,0,1,0
170000.0,3.0,27,0,46899.0,2732.0,2578.0,2300.0,2000.0,1200.0,0.0,6,0,1,0
360000.0,2.0,65,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
100000.0,3.0,60,2,8311.0,0.0,0.0,0.0,0.0,2712.0,0.0,6,0,0,0
130000.0,2.0,33,2,130565.0,5012.0,0.0,4000.0,5000.0,4000.0,2106.0,5,0,1,0
30000.0,0.0,33,0,25083.0,1406.0,1838.0,1400.0,1000.0,2342.0,1000.0,0,1,0,0
150000.0,3.0,27,-1,390.0,0.0,780.0,0.0,0.0,0.0,0.0,0,0,0,0
310000.0,3.0,50,-1,396.0,396.0,0.0,942.0,1645.0,1287.0,2077.0,0,0,0,0
200000.0,2.0,46,0,120343.0,4342.0,4593.0,14955.0,5143.0,5166.0,5349.0,0,1,1,0
110000.0,2.0,62,0,33536.0,3000.0,2000.0,3000.0,6000.0,2340.0,111.0,0,1,0,0
40000.0,2.0,45,2,33547.0,4000.0,0.0,2000.0,0.0,1200.0,0.0,10,0,0,0
60000.0,1.0,63,0,56285.0,5000.0,2156.0,3017.0,2009.0,3000.0,3000.0,0,1,0,0
80000.0,3.0,38,0,39410.0,3000.0,6000.0,0.0,2033.0,5000.0,1500.0,2,0,0,0
200000.0,0.0,66,0,143994.0,4767.0,2573.0,2604.0,1997.0,2228.0,2094.0,0,0,0,0
80000.0,1.0,43,-2,3408.0,0.0,0.0,0.0,2440.0,905.0,9213.0,0,1,0,1
200000.0,3.0,50,2,2070.0,2500.0,0.0,2250.0,0.0,750.0,845.0,4,1,0,0
500000.0,3.0,35,0,3994.0,11160.0,1244.0,1114.0,2703.0,3435.0,402.0,0,1,1,0
70000.0,1.0,51,0,32485.0,1267.0,1191.0,427.0,957.0,1000.0,14001.0,0,1,0,1
50000.0,2.0,25,0,48065.0,1800.0,1844.0,2200.0,2000.0,1800.0,2038.0,0,0,1,0
280000.0,3.0,28,-1,4468.0,11525.0,2149.0,11030.0,4008.0,7106.0,1193.0,0,0,1,0
300000.0,2.0,42,-1,0.0,159.0,803.0,8.0,387.0,0.0,0.0,5,0,1,0
300000.0,3.0,30,0,53377.0,2500.0,2640.0,2080.0,2246.0,2174.0,3000.0,0,1,1,0
30000.0,2.0,49,0,29707.0,2000.0,3000.0,4000.0,2000.0,4000.0,2000.0,0,0,0,0
70000.0,3.0,29,0,62870.0,2134.0,1600.0,1587.0,1700.0,2000.0,1900.0,0,1,1,0
400000.0,2.0,29,0,79435.0,3803.0,2551.0,2735.0,2628.0,1574.0,1649.0,0,0,1,0
290000.0,2.0,25,0,140615.0,7003.0,7037.0,7019.0,6005.0,6006.0,6011.0,0,1,1,0
220000.0,2.0,43,-1,316.0,316.0,316.0,956.0,1087.0,316.0,4342.0,0,1,0,0
80000.0,3.0,25,0,67751.0,2500.0,3000.0,2000.0,2000.0,2000.0,3000.0,0,0,1,0
50000.0,2.0,38,-1,2410.0,0.0,4494.0,61.0,47.0,5892.0,164.0,0,1,1,0
420000.0,2.0,41,0,193370.0,4988.0,4976.0,6019.0,5065.0,1035.0,182778.0,0,0,0,0
160000.0,3.0,36,0,67879.0,2500.0,15000.0,0.0,15655.0,0.0,1674.0,0,0,0,0
50000.0,3.0,31,0,4560.0,3000.0,2000.0,3000.0,3000.0,2000.0,5000.0,0,0,1,0
280000.0,2.0,35,-2,1616.0,1198.0,494.0,698.0,1233.0,5080.0,17095.0,0,1,1,0
310000.0,3.0,32,0,217464.0,8500.0,9100.0,5200.0,7300.0,7000.0,3939.0,0,0,1,0
270000.0,3.0,40,0,3686.0,1084.0,1103.0,1112.0,246.0,255.0,651.0,0,0,0,0
200000.0,3.0,36,-1,4585.0,33485.0,16254.0,100551.0,12077.0,20182.0,21104.0,0,0,0,0
